id,completed,agents,randomJumpChance,learningRate,discountFactor,epsilon,moves,falls,jumps,time,totalTime
269,1,250,0.01,0.15,0.3,0.15,24,6762,45721,340.497,82458.8
270,1,275,0.01,0.05,0.1,0.05,25,3263,40893,243.994,65584.8
270,1,275,0.01,0.05,0.1,0.05,22,6036,75794,477.164,125604
270,1,275,0.01,0.05,0.1,0.05,23,3736,37910,239.036,64307.5
270,1,275,0.01,0.05,0.1,0.05,24,4963,42950,265.962,71241
271,1,275,0.01,0.05,0.1,0.1,25,3807,29717,188.039,51183.9
271,1,275,0.01,0.05,0.1,0.1,23,3488,29043,189.775,51630
271,1,275,0.01,0.05,0.1,0.1,22,9110,79370,512.37,134666
271,1,275,0.01,0.05,0.1,0.1,22,5954,49359,323.003,85923.5
272,1,275,0.01,0.05,0.1,0.15,21,9486,72471,499.098,131250
272,1,275,0.01,0.05,0.1,0.15,22,12946,94062,628.967,164624
272,1,275,0.01,0.05,0.1,0.15,22,10312,76993,525.13,137945
272,1,275,0.01,0.05,0.1,0.15,22,6592,50365,336.023,89275.4
273,1,275,0.01,0.05,0.2,0.05,24,2209,24741,155.854,42898.7
273,1,275,0.01,0.05,0.2,0.05,24,3741,34811,220.39,59511.5
273,1,275,0.01,0.05,0.2,0.05,24,1602,18676,122.649,34350.2
273,1,275,0.01,0.05,0.2,0.05,23,5691,42039,261.054,69977.4
274,1,275,0.01,0.05,0.2,0.1,23,3036,27891,182.146,49666
274,1,275,0.01,0.05,0.2,0.1,22,7107,53430,353.351,93735.6
274,1,275,0.01,0.05,0.2,0.1,23,3064,27462,177.005,48342.6
274,1,275,0.01,0.05,0.2,0.1,23,2407,21913,141.599,39229.3
275,1,275,0.01,0.05,0.2,0.15,23,3006,24208,167.523,45902.4
275,1,275,0.01,0.05,0.2,0.15,21,5400,35542,242.492,65199.7
275,1,275,0.01,0.05,0.2,0.15,22,7346,57073,379.342,100423
275,0,275,0.01,0.05,0.2,0.15,1,20240,132675,948.756,246791
276,1,275,0.01,0.05,0.3,0.05,26,3449,33527,211.86,57315.9
276,1,275,0.01,0.05,0.3,0.05,23,5203,50962,316.426,84228.1
276,1,275,0.01,0.05,0.3,0.05,24,2377,25262,157.757,43386.2
276,1,275,0.01,0.05,0.3,0.05,24,1811,20927,130.831,36455.1
277,1,275,0.01,0.05,0.3,0.1,21,9526,72089,479.868,126299
277,1,275,0.01,0.05,0.3,0.1,21,4875,43600,282.555,75512.8
277,1,275,0.01,0.05,0.3,0.1,23,6759,61430,452.875,119352
277,1,275,0.01,0.05,0.3,0.1,21,2656,23956,159.176,43752.4
278,1,275,0.01,0.05,0.3,0.15,24,8060,58474,401.544,106137
278,1,275,0.01,0.05,0.3,0.15,22,5062,38321,266.563,71393.3
278,1,275,0.01,0.05,0.3,0.15,25,2467,21638,146.189,40410.7
278,1,275,0.01,0.05,0.3,0.15,21,12599,91363,612.444,160379
279,1,275,0.01,0.1,0.1,0.05,25,3114,27911,171.68,46970.3
279,1,275,0.01,0.1,0.1,0.05,24,2648,21985,136.674,37961
279,1,275,0.01,0.1,0.1,0.05,24,15175,129598,798.729,208243
279,1,275,0.01,0.1,0.1,0.05,23,1909,19886,125.088,34980.1
280,1,275,0.01,0.1,0.1,0.1,24,3056,27855,179.459,48974.3
280,1,275,0.01,0.1,0.1,0.1,23,4372,34403,217.753,58829.4
280,1,275,0.01,0.1,0.1,0.1,23,5604,48048,304.573,81177.4
280,1,275,0.01,0.1,0.1,0.1,23,3496,31006,201.727,54706.6
281,1,275,0.01,0.1,0.1,0.15,21,10147,67900,505.091,132791
281,0,275,0.01,0.1,0.1,0.15,1,19671,134701,932.986,242739
281,1,275,0.01,0.1,0.1,0.15,22,9725,76289,514.661,135254
281,1,275,0.01,0.1,0.1,0.15,22,6706,50943,349.912,92851
282,1,275,0.01,0.1,0.2,0.05,25,1801,20114,129.496,36111.4
282,1,275,0.01,0.1,0.2,0.05,24,5058,42951,261.505,70092.4
282,1,275,0.01,0.1,0.2,0.05,24,1730,18628,116.236,32693.4
282,1,275,0.01,0.1,0.2,0.05,24,2925,28402,186.987,50912.9
283,1,275,0.01,0.1,0.2,0.1,25,2241,20336,127.944,35712.6
283,1,275,0.01,0.1,0.2,0.1,23,6908,55595,367.423,97356.9
283,1,275,0.01,0.1,0.2,0.1,23,2708,24013,158.075,43470.5
283,1,275,0.01,0.1,0.2,0.1,25,2480,24120,152.416,42013.3
284,1,275,0.01,0.1,0.2,0.15,25,2324,20138,136.607,37942.8
284,1,275,0.01,0.1,0.2,0.15,23,4218,30974,209.406,56683
284,1,275,0.01,0.1,0.2,0.15,22,4274,32297,219.138,59188.1
284,1,275,0.01,0.1,0.2,0.15,24,3417,26956,182.196,49680.2
285,1,275,0.01,0.1,0.3,0.05,23,4397,40573,251.973,67638.9
285,1,275,0.01,0.1,0.3,0.05,25,1657,18661,117.606,33054.2
285,1,275,0.01,0.1,0.3,0.05,23,1860,18482,119.276,33484.1
285,1,275,0.01,0.1,0.3,0.05,24,3109,25194,158.275,43522.6
286,1,275,0.01,0.1,0.3,0.1,26,2647,22914,149.261,41201.2
286,1,275,0.01,0.1,0.3,0.1,21,2458,22019,145.655,40271.7
286,1,275,0.01,0.1,0.3,0.1,24,2183,20669,137.759,38241.2
286,1,275,0.01,0.1,0.3,0.1,22,5344,41116,266.897,71479.7
287,1,275,0.01,0.1,0.3,0.15,26,3232,26843,177.839,48557.2
287,1,275,0.01,0.1,0.3,0.15,23,6197,47319,318.763,84833
287,1,275,0.01,0.1,0.3,0.15,23,3246,26121,179.676,49030.7
287,1,275,0.01,0.1,0.3,0.15,22,6244,50268,333.102,88521.8
288,1,275,0.01,0.15,0.1,0.05,24,3656,26391,179.158,48895.1
288,1,275,0.01,0.15,0.1,0.05,24,3177,24573,160.829,44177.1
288,1,275,0.01,0.15,0.1,0.05,26,3443,33175,199.724,54191.3
288,1,275,0.01,0.15,0.1,0.05,26,2554,26520,168.141,46058.9
289,1,275,0.01,0.15,0.1,0.1,23,2336,22285,145.438,40216.9
289,1,275,0.01,0.15,0.1,0.1,22,2708,25090,161.58,44373.2
289,1,275,0.01,0.15,0.1,0.1,21,2916,24171,160.328,44049.5
289,1,275,0.01,0.15,0.1,0.1,24,2219,20864,134.387,37373.9
290,1,275,0.01,0.15,0.1,0.15,23,4082,34087,231.04,62249.9
290,1,275,0.01,0.15,0.1,0.15,23,13570,103860,757.538,197659
290,1,275,0.01,0.15,0.1,0.15,24,2753,22901,155.387,42776.9
290,1,275,0.01,0.15,0.1,0.15,22,10695,77250,525.598,138066
291,1,275,0.01,0.15,0.2,0.05,23,2518,26536,163.951,44980.4
291,1,275,0.01,0.15,0.2,0.05,24,2556,22805,146.339,40447
291,1,275,0.01,0.15,0.2,0.05,23,1614,18364,114.433,32170.2
291,1,275,0.01,0.15,0.2,0.05,26,1805,20604,127.493,35599.3
292,1,275,0.01,0.15,0.2,0.1,24,2820,25627,168.925,46260.8
292,1,275,0.01,0.15,0.2,0.1,24,5470,41786,263.959,70726.1
292,1,275,0.01,0.15,0.2,0.1,25,2961,26050,167.473,45888.1
292,1,275,0.01,0.15,0.2,0.1,23,2651,25857,167.089,45789
293,1,275,0.01,0.15,0.2,0.15,22,9789,71694,491.703,129347
293,1,275,0.01,0.15,0.2,0.15,23,4563,35441,246.348,66190.7
293,1,275,0.01,0.15,0.2,0.15,23,2885,22987,158.242,43513.3
293,1,275,0.01,0.15,0.2,0.15,23,5478,42464,284.341,75972.4
294,1,275,0.01,0.15,0.3,0.05,23,2528,23540,151.314,41730.3
294,1,275,0.01,0.15,0.3,0.05,25,2360,25664,152.199,41956.3
294,1,275,0.01,0.15,0.3,0.05,23,3124,26711,168.608,46181.7
294,1,275,0.01,0.15,0.3,0.05,23,2539,21266,136.691,37965.5
295,1,275,0.01,0.15,0.3,0.1,24,3198,30558,195.434,53085.9
295,1,275,0.01,0.15,0.3,0.1,23,2501,21481,142.867,39553.1
295,1,275,0.01,0.15,0.3,0.1,22,3405,26931,178.774,48797.3
295,1,275,0.01,0.15,0.3,0.1,23,3420,32132,208.638,56484.6
296,1,275,0.01,0.15,0.3,0.15,23,3573,27086,189.257,51496.9
296,1,275,0.01,0.15,0.3,0.15,21,4673,35761,249.82,67083.9
296,1,275,0.01,0.15,0.3,0.15,22,3036,25302,180.293,49188.8
296,1,275,0.01,0.15,0.3,0.15,22,3438,26851,185.201,50450.5
297,1,300,0.01,0.05,0.1,0.05,26,5626,54739,302.754,87792.9
297,1,300,0.01,0.05,0.1,0.05,23,5512,39005,218.437,64116.1
297,1,300,0.01,0.05,0.1,0.05,24,3734,35727,210.391,61859.9
297,1,300,0.01,0.05,0.1,0.05,25,1594,18784,105.732,32435.7
298,1,300,0.01,0.05,0.1,0.1,23,3343,30304,176.42,52319.8
298,1,300,0.01,0.05,0.1,0.1,22,4959,33891,200.525,59085.9
298,1,300,0.01,0.05,0.1,0.1,23,6763,50588,298.881,86707.7
298,1,300,0.01,0.05,0.1,0.1,23,4006,31985,186.987,55286.6
299,1,300,0.01,0.05,0.1,0.15,23,5318,42929,262.273,76425.1
299,1,300,0.01,0.05,0.1,0.15,21,7656,55660,351.264,101415
299,1,300,0.01,0.05,0.1,0.15,21,9441,65376,412.561,118629
299,1,300,0.01,0.05,0.1,0.15,23,4920,37047,238.869,69852.8
300,1,300,0.01,0.05,0.2,0.05,23,3795,34912,200.876,59187.3
300,1,300,0.01,0.05,0.2,0.05,22,5980,56110,315.507,91375.7
300,1,300,0.01,0.05,0.2,0.05,23,4729,40916,244.679,71484.8
300,1,300,0.01,0.05,0.2,0.05,24,8408,69965,553.259,158114
301,1,300,0.01,0.05,0.2,0.1,26,2294,21646,124.804,37825.7
301,1,300,0.01,0.05,0.2,0.1,23,2626,24475,147.174,44104.1
301,1,300,0.01,0.05,0.2,0.1,23,3945,32881,189.658,56035.5
301,1,300,0.01,0.05,0.2,0.1,22,4129,35947,214.614,63044.5
302,1,300,0.01,0.05,0.2,0.15,23,9917,68268,441.624,126787
302,1,300,0.01,0.05,0.2,0.15,23,7651,56845,349.077,100801
302,1,300,0.01,0.05,0.2,0.15,21,3907,32051,198.188,58430.4
302,1,300,0.01,0.05,0.2,0.15,22,5109,40308,247.233,72203.6
303,1,300,0.01,0.05,0.3,0.05,23,4913,43357,254.361,74204.4
303,1,300,0.01,0.05,0.3,0.05,23,5569,56289,319.714,92556.4
303,1,300,0.01,0.05,0.3,0.05,26,2150,23896,135.255,40757.4
303,1,300,0.01,0.05,0.3,0.05,24,2426,27109,154.569,46182.1
304,1,300,0.01,0.05,0.3,0.1,25,1947,19829,119.309,36280.3
304,1,300,0.01,0.05,0.3,0.1,24,2476,24144,141.699,42567.9
304,1,300,0.01,0.05,0.3,0.1,23,2314,23645,140.547,42244.7
304,1,300,0.01,0.05,0.3,0.1,23,7202,63821,379.776,109420
305,1,300,0.01,0.05,0.3,0.15,23,4372,34437,212.177,62357.6
305,1,300,0.01,0.05,0.3,0.15,22,4743,36421,228.136,66840
305,1,300,0.01,0.05,0.3,0.15,26,3714,29538,185.001,54725.9
305,1,300,0.01,0.05,0.3,0.15,22,11693,88930,543.978,155512
306,1,300,0.01,0.1,0.1,0.05,24,3547,35762,209.039,61479.2
306,1,300,0.01,0.1,0.1,0.05,25,4255,42368,244.211,71353.4
306,1,300,0.01,0.1,0.1,0.05,25,3567,33656,194.449,57380.8
306,1,300,0.01,0.1,0.1,0.05,25,2129,22658,129.863,39243
307,1,300,0.01,0.1,0.1,0.1,23,4364,37926,228.236,66867.9
307,1,300,0.01,0.1,0.1,0.1,23,4080,32295,192.346,56789.1
307,1,300,0.01,0.1,0.1,0.1,24,2132,20146,120.528,36624.6
307,1,300,0.01,0.1,0.1,0.1,23,8652,77602,443.811,127402
308,1,300,0.01,0.1,0.1,0.15,26,2823,23524,143.852,43173.7
308,1,300,0.01,0.1,0.1,0.15,22,8394,54042,369.109,106429
308,1,300,0.01,0.1,0.1,0.15,21,19300,119194,766.452,217870
308,1,300,0.01,0.1,0.1,0.15,22,6735,52485,329.146,95202.8
309,1,300,0.01,0.1,0.2,0.05,24,1725,18686,105.03,32211.2
309,1,300,0.01,0.1,0.2,0.05,25,2416,22985,132.818,40073.3
309,1,300,0.01,0.1,0.2,0.05,22,2307,22681,136.707,41168.5
309,1,300,0.01,0.1,0.2,0.05,25,2275,23042,136.941,41234.1
310,1,300,0.01,0.1,0.2,0.1,22,4905,39894,253.092,73849.4
310,1,300,0.01,0.1,0.2,0.1,25,2769,26174,157.524,47010.5
310,1,300,0.01,0.1,0.2,0.1,23,3299,27178,164.268,48907.8
310,1,300,0.01,0.1,0.2,0.1,24,2040,21503,130.614,39457.1
311,1,300,0.01,0.1,0.2,0.15,21,3851,30303,187.104,55319.4
311,1,300,0.01,0.1,0.2,0.15,21,5719,45995,284.725,82732.6
311,1,300,0.01,0.1,0.2,0.15,24,2543,21589,133.486,40263.8
311,1,300,0.01,0.1,0.2,0.15,23,3271,27845,168.191,50006.2
312,1,300,0.01,0.1,0.3,0.05,23,1899,21031,120.144,36514.8
312,1,300,0.01,0.1,0.3,0.05,24,2772,26547,159.744,47636.4
312,1,300,0.01,0.1,0.3,0.05,24,1768,20624,120.712,36675.5
312,1,300,0.01,0.1,0.3,0.05,24,3645,25462,141.281,42453.7
313,1,300,0.01,0.1,0.3,0.1,25,2599,24800,144.052,43228.2
313,1,300,0.01,0.1,0.3,0.1,26,2972,28340,167.072,49694.4
313,1,300,0.01,0.1,0.3,0.1,22,3590,30721,182.747,54096.3
313,1,300,0.01,0.1,0.3,0.1,23,6305,47955,282.171,82014.3
314,1,300,0.01,0.1,0.3,0.15,24,5864,44617,275.36,80100.7
314,1,300,0.01,0.1,0.3,0.15,22,9390,72203,441.323,126705
314,1,300,0.01,0.1,0.3,0.15,22,7598,58554,351.047,101354
314,1,300,0.01,0.1,0.3,0.15,22,6149,47862,288.431,83772.8
315,1,300,0.01,0.15,0.1,0.05,25,2968,26992,156.606,46752.7
315,1,300,0.01,0.15,0.1,0.05,25,3116,29537,167.673,49863.3
315,1,300,0.01,0.15,0.1,0.05,23,5560,53804,312.319,90480.8
315,1,300,0.01,0.15,0.1,0.05,23,1945,20685,121.881,37006.3
316,1,300,0.01,0.15,0.1,0.1,24,5243,46457,267.114,77785.1
316,1,300,0.01,0.15,0.1,0.1,23,2380,20614,128.995,39003.2
316,1,300,0.01,0.15,0.1,0.1,24,5167,42961,253.993,74102
316,1,300,0.01,0.15,0.1,0.1,22,10884,87258,518.491,148370
317,1,300,0.01,0.15,0.1,0.15,22,2914,23996,149.394,44728.1
317,1,300,0.01,0.15,0.1,0.15,22,2889,24248,150.145,44939.1
317,1,300,0.01,0.15,0.1,0.15,25,3750,29914,184.734,54652.2
317,1,300,0.01,0.15,0.1,0.15,22,5006,39200,245.58,71739.3
318,1,300,0.01,0.15,0.2,0.05,24,1461,17371,105.715,32427.4
318,1,300,0.01,0.15,0.2,0.05,25,1892,22091,121.08,36777.9
318,1,300,0.01,0.15,0.2,0.05,23,3937,35670,210.524,61896.6
318,1,300,0.01,0.15,0.2,0.05,25,2148,23414,134.32,40497.1
319,1,300,0.01,0.15,0.2,0.1,23,3113,30118,180.66,53508
319,1,300,0.01,0.15,0.2,0.1,23,2568,22767,133.953,40392.7
319,1,300,0.01,0.15,0.2,0.1,24,2711,26828,166.505,49536.5
319,1,300,0.01,0.15,0.2,0.1,25,4145,31660,183.732,54369.6
320,1,300,0.01,0.15,0.2,0.15,22,4413,34011,211.192,62084.2
320,1,300,0.01,0.15,0.2,0.15,23,6304,49952,311.501,90248.3
320,1,300,0.01,0.15,0.2,0.15,22,8792,68745,413.062,118771
320,1,300,0.01,0.15,0.2,0.15,22,4147,33699,209.239,61533.7
321,1,300,0.01,0.15,0.3,0.05,24,2311,21076,125.889,38129.6
321,1,300,0.01,0.15,0.3,0.05,24,3397,24066,140.263,42163.7
321,1,300,0.01,0.15,0.3,0.05,24,2717,27691,168.424,50071
321,1,300,0.01,0.15,0.3,0.05,24,1570,18817,108.12,33144
322,1,300,0.01,0.15,0.3,0.1,22,3376,28640,173.315,51448.3
322,1,300,0.01,0.15,0.3,0.1,23,3344,28657,168.641,50136.3
322,1,300,0.01,0.15,0.3,0.1,23,5070,40588,246.365,71958.8
322,1,300,0.01,0.15,0.3,0.1,23,3479,32551,197.771,58315.6
323,1,300,0.01,0.15,0.3,0.15,22,4217,34339,208.505,61327.9
323,1,300,0.01,0.15,0.3,0.15,22,6847,54219,333.653,96468.5
323,1,300,0.01,0.15,0.3,0.15,25,4555,33875,202.846,59739.1
323,1,300,0.01,0.15,0.3,0.15,24,9391,67465,409.106,117657
324,1,325,0.01,0.05,0.1,0.05,22,4192,39795,215.633,68375.6
324,1,325,0.01,0.05,0.1,0.05,24,4881,44675,241.941,76375
324,1,325,0.01,0.05,0.1,0.05,23,2616,26151,139.095,45092.9
324,1,325,0.01,0.05,0.1,0.05,25,1927,20599,110.525,36402.3
325,1,325,0.01,0.05,0.1,0.1,24,2765,27381,156.889,50501.8
325,1,325,0.01,0.05,0.1,0.1,24,4515,38352,207.937,66032.1
325,1,325,0.01,0.05,0.1,0.1,24,5513,47206,253.275,79823.3
325,1,325,0.01,0.05,0.1,0.1,22,5046,43051,245.53,77470.8
326,1,325,0.01,0.05,0.1,0.15,23,3850,30918,179.275,57313.6
326,1,325,0.01,0.05,0.1,0.15,22,5235,41638,239.721,75700.1
326,1,325,0.01,0.05,0.1,0.15,22,4704,38771,223.595,70794.8
326,1,325,0.01,0.05,0.1,0.15,21,7158,54574,322.218,100799
327,1,325,0.01,0.05,0.2,0.05,23,2381,24908,137.075,44476.3
327,1,325,0.01,0.05,0.2,0.05,27,3118,30704,151.548,48877.9
327,0,325,0.01,0.05,0.2,0.05,1,5763,51681,732.687,225544
327,1,325,0.01,0.05,0.2,0.05,26,1973,20252,108.454,35773.5
328,1,325,0.01,0.05,0.2,0.1,22,3819,32295,179.959,57521.8
328,1,325,0.01,0.05,0.2,0.1,21,5007,40130,223.662,70814.8
328,1,325,0.01,0.05,0.2,0.1,24,3129,30216,166.371,53389.1
328,1,325,0.01,0.05,0.2,0.1,22,7542,64857,344.537,107587
329,1,325,0.01,0.05,0.2,0.15,23,8602,65856,414.514,128875
329,1,325,0.01,0.05,0.2,0.15,21,10295,77466,444.061,137862
329,1,325,0.01,0.05,0.2,0.15,24,4626,38265,212.444,67405
329,1,325,0.01,0.05,0.2,0.15,22,5193,40969,232.008,73355.6
330,1,325,0.01,0.05,0.3,0.05,24,3122,35812,182.947,58431.3
330,1,325,0.01,0.05,0.3,0.05,24,3735,22711,281.053,88276.9
330,1,325,0.01,0.05,0.3,0.05,24,4621,39862,202.328,64328.1
330,1,325,0.01,0.05,0.3,0.05,24,1983,21471,112.028,36856.5
331,1,325,0.01,0.05,0.3,0.1,22,5397,41211,218.938,69378.8
331,1,325,0.01,0.05,0.3,0.1,23,2498,21548,121.998,39891.3
331,1,325,0.01,0.05,0.3,0.1,23,4002,31200,174.384,55826.8
331,1,325,0.01,0.05,0.3,0.1,24,3369,30204,168.625,54071.9
332,1,325,0.01,0.05,0.3,0.15,23,3277,28785,164.418,52795.7
332,0,325,0.01,0.05,0.3,0.15,1,21757,142036,796.053,244785
332,1,325,0.01,0.05,0.3,0.15,23,5578,43696,252.424,79568.4
332,1,325,0.01,0.05,0.3,0.15,24,6346,49186,275.961,86726.8
333,1,325,0.01,0.1,0.1,0.05,25,3032,32491,166.321,53372.8
333,1,325,0.01,0.1,0.1,0.05,24,2147,22667,122.499,40044.1
333,1,325,0.01,0.1,0.1,0.05,24,1909,20868,114.833,37711.9
333,1,325,0.01,0.1,0.1,0.05,24,2364,25758,133.653,43436.8
334,1,325,0.01,0.1,0.1,0.1,23,2690,24251,136.14,44192.6
334,1,325,0.01,0.1,0.1,0.1,25,2827,26212,141.882,45936.9
334,1,325,0.01,0.1,0.1,0.1,24,2869,26138,143.969,46575.8
334,1,325,0.01,0.1,0.1,0.1,23,4406,36182,201.293,64012.8
335,1,325,0.01,0.1,0.1,0.15,23,4603,37529,208.338,66155.2
335,1,325,0.01,0.1,0.1,0.15,24,3452,28166,164.518,52822.5
335,1,325,0.01,0.1,0.1,0.15,24,2295,20288,116.587,38244.5
335,1,325,0.01,0.1,0.1,0.15,21,6905,47037,270.336,85016.5
336,1,325,0.01,0.1,0.2,0.05,24,1830,20495,106.383,35140.5
336,1,325,0.01,0.1,0.2,0.05,22,4708,37489,199.691,63522.8
336,1,325,0.01,0.1,0.2,0.05,26,2225,24729,128.878,41984.1
336,1,325,0.01,0.1,0.2,0.05,23,2604,25770,130.581,42501.6
337,1,325,0.01,0.1,0.2,0.1,22,3091,28290,155.905,50205
337,1,325,0.01,0.1,0.2,0.1,25,2875,24765,132.751,43162.9
337,1,325,0.01,0.1,0.2,0.1,24,3092,27077,150.613,48592.1
337,1,325,0.01,0.1,0.2,0.1,26,3423,31184,167.273,53661.8
338,1,325,0.01,0.1,0.2,0.15,21,6463,48680,275.628,86625
338,1,325,0.01,0.1,0.2,0.15,22,6267,49306,283.49,89018.7
338,1,325,0.01,0.1,0.2,0.15,22,5058,40611,239.537,75647
338,1,325,0.01,0.1,0.2,0.15,23,5039,39058,228.57,72308.5
339,1,325,0.01,0.1,0.3,0.05,23,1631,18693,100.588,33380.5
339,1,325,0.01,0.1,0.3,0.05,24,5332,50122,260.303,81964.5
339,1,325,0.01,0.1,0.3,0.05,25,1839,20380,108.788,35875
339,1,325,0.01,0.1,0.3,0.05,24,3527,25214,131.266,42709.4
340,1,325,0.01,0.1,0.3,0.1,24,2973,27537,153.167,49370.4
340,1,325,0.01,0.1,0.3,0.1,24,3044,27734,154.168,49676.1
340,1,325,0.01,0.1,0.3,0.1,24,3286,29966,164.568,52840.1
340,1,325,0.01,0.1,0.3,0.1,23,2499,24613,138.444,44893.5
341,1,325,0.01,0.1,0.3,0.15,22,9312,65339,367.957,114713
341,1,325,0.01,0.1,0.3,0.15,24,3861,29991,170.594,54671.1
341,1,325,0.01,0.1,0.3,0.15,24,4134,33755,189.558,60439.5
341,1,325,0.01,0.1,0.3,0.15,22,4675,36588,213.129,67610.7
342,1,325,0.01,0.15,0.1,0.05,22,6024,56644,300.701,94253.2
342,1,325,0.01,0.15,0.1,0.05,25,2040,25721,131.7,42840.6
342,1,325,0.01,0.15,0.1,0.05,24,1830,23624,129.529,42182.2
342,1,325,0.01,0.15,0.1,0.05,22,6288,64597,334.521,104538
343,1,325,0.01,0.15,0.1,0.1,22,2422,23618,132.584,43109.2
343,1,325,0.01,0.15,0.1,0.1,23,3917,32479,182.63,58332.8
343,1,325,0.01,0.15,0.1,0.1,25,3660,30396,163.6,52544.4
343,1,325,0.01,0.15,0.1,0.1,23,3389,25449,145.555,47058.2
344,1,325,0.01,0.15,0.1,0.15,22,3543,27275,168.625,54076.1
344,1,325,0.01,0.15,0.1,0.15,23,6228,46617,266.897,83969.6
344,1,325,0.01,0.15,0.1,0.15,23,6428,51216,321.15,100473
344,1,325,0.01,0.15,0.1,0.15,22,8639,67141,380.01,118376
345,1,325,0.01,0.15,0.2,0.05,22,2182,22748,122.232,39962
345,1,325,0.01,0.15,0.2,0.05,26,2047,22913,121.631,39780.8
345,1,325,0.01,0.15,0.2,0.05,23,2268,21815,121.464,39729.1
345,1,325,0.01,0.15,0.2,0.05,26,2489,23996,123.935,40480.9
346,1,325,0.01,0.15,0.2,0.1,23,2695,24611,138.56,44930.3
346,1,325,0.01,0.15,0.2,0.1,22,8538,73096,390.944,121705
346,1,325,0.01,0.15,0.2,0.1,25,2724,26660,144.67,46785.6
346,1,325,0.01,0.15,0.2,0.1,21,4318,38184,210.024,66667.2
347,1,325,0.01,0.15,0.2,0.15,23,4881,37718,213.546,67738.8
347,1,325,0.01,0.15,0.2,0.15,22,3636,30856,177.339,56726.5
347,1,325,0.01,0.15,0.2,0.15,23,3574,29866,177.589,56802.4
347,1,325,0.01,0.15,0.2,0.15,22,6751,54867,311.534,97545.5
348,1,325,0.01,0.15,0.3,0.05,23,2161,21218,117.94,38657.3
348,1,325,0.01,0.15,0.3,0.05,24,1807,19636,102.458,33948.2
348,1,325,0.01,0.15,0.3,0.05,27,2430,26715,137.492,44604.5
348,1,325,0.01,0.15,0.3,0.05,23,2182,22977,126.591,41285
349,1,325,0.01,0.15,0.3,0.1,22,3676,32647,180.577,57710.3
349,1,325,0.01,0.15,0.3,0.1,23,2976,25665,145.805,47132.2
349,1,325,0.01,0.15,0.3,0.1,22,6645,56233,308.997,96774.1
349,1,325,0.01,0.15,0.3,0.1,23,3153,29533,159.277,51229.1
350,1,325,0.01,0.15,0.3,0.15,24,4796,36119,214.815,68127.2
350,1,325,0.01,0.15,0.3,0.15,21,5046,38499,224.647,71114.4
350,1,325,0.01,0.15,0.3,0.15,23,6913,44293,257.666,81158.7
350,1,325,0.01,0.15,0.3,0.15,24,3387,29086,171.262,54876.3
351,1,350,0.01,0.05,0.1,0.05,24,4160,38755,186.186,63771.6
351,1,350,0.01,0.05,0.1,0.05,24,2915,31592,159.327,54974.5
351,1,350,0.01,0.05,0.1,0.05,25,4147,40969,194.733,66571.7
351,1,350,0.01,0.05,0.1,0.05,22,3904,39441,199.741,68213.9
352,1,350,0.01,0.05,0.1,0.1,23,5097,39858,200.976,68618.5
352,1,350,0.01,0.05,0.1,0.1,24,5293,48118,242.759,82304.4
352,1,350,0.01,0.05,0.1,0.1,24,4877,40386,204.782,69863.8
352,1,350,0.01,0.05,0.1,0.1,22,5985,48958,245.196,83105.7
353,1,350,0.01,0.05,0.1,0.15,22,5462,44141,236.065,80112.6
353,1,350,0.01,0.05,0.1,0.15,21,7836,59211,327.009,109908
353,1,350,0.01,0.05,0.1,0.15,21,7405,56661,309.765,104256
353,1,350,0.01,0.05,0.1,0.15,21,9204,68382,355.12,119114
354,1,350,0.01,0.05,0.2,0.05,27,3057,33032,161.664,55737.5
354,1,350,0.01,0.05,0.2,0.05,24,2662,24655,121.981,42740.8
354,1,350,0.01,0.05,0.2,0.05,24,3302,26407,128.328,44814.5
354,1,350,0.01,0.05,0.2,0.05,23,4852,44751,234.98,79753.7
355,1,350,0.01,0.05,0.2,0.1,26,3494,31650,157.49,54370.6
355,1,350,0.01,0.05,0.2,0.1,22,5138,45747,232.86,79062.6
355,1,350,0.01,0.05,0.2,0.1,24,4464,39202,196.502,67148.6
355,1,350,0.01,0.05,0.2,0.1,22,6342,53686,270.269,91316.5
356,1,350,0.01,0.05,0.2,0.15,21,11617,87335,462.724,154368
356,1,350,0.01,0.05,0.2,0.15,22,5605,42321,229.504,77964.5
356,1,350,0.01,0.05,0.2,0.15,23,7235,53659,280.569,94689.1
356,1,350,0.01,0.05,0.2,0.15,23,5299,41876,219.071,74542.9
357,1,350,0.01,0.05,0.3,0.05,27,2816,29337,139.696,48541.7
357,1,350,0.01,0.05,0.3,0.05,24,1972,23438,111.978,39461.4
357,1,350,0.01,0.05,0.3,0.05,25,2726,29018,144.453,50099.2
357,1,350,0.01,0.05,0.3,0.05,23,3634,39509,188.59,64560.6
358,1,350,0.01,0.05,0.3,0.1,23,3533,30996,160.445,55340.7
358,1,350,0.01,0.05,0.3,0.1,23,3418,31785,162.432,55988.8
358,1,350,0.01,0.05,0.3,0.1,23,10501,93018,466.914,155737
358,1,350,0.01,0.05,0.3,0.1,23,3332,28836,148.476,51416.4
359,1,350,0.01,0.05,0.3,0.15,21,8503,68249,364.802,122287
359,1,350,0.01,0.05,0.3,0.15,23,6588,51816,262.056,88627.6
359,1,350,0.01,0.05,0.3,0.15,23,6229,43538,235.197,79830.1
359,1,350,0.01,0.05,0.3,0.15,22,5554,44261,233.711,79338.2
