id,ukoñczony poziom,agenci,prawdopodobieñstwo losowego skoku,wspó³czynnik uczenia,wspó³czynnik dyskontowy,epsilon,wynikowe upadki,wynikowe skoki,wynikowy czas,upadki,skoki,czas
161,1,150,0.01,0.15,0.3,0.15,0,22,41.69763193,6468,37677,510.834
161,1,150,0.01,0.15,0.3,0.15,0,24,45.28235408,4728,32843,415.149
161,1,150,0.01,0.15,0.3,0.15,0,22,41.98798597,15061,111288,1379.86
162,1,175,0.01,0.05,0.1,0.05,0,24,45.17332747,1867,20069,215.816
162,1,175,0.01,0.05,0.1,0.05,0,23,43.48215434,4037,34306,335.673
162,1,175,0.01,0.05,0.1,0.05,0,24,46.18902927,3068,28837,276.562
162,1,175,0.01,0.05,0.1,0.05,0,23,43.36599673,11342,95625,924.357
163,1,175,0.01,0.05,0.1,0.1,0,22,43.16923293,6521,50441,532.104
163,1,175,0.01,0.05,0.1,0.1,0,22,43.85418457,3045,25891,265.929
163,1,175,0.01,0.05,0.1,0.1,0,22,42.556446,10157,81797,817.275
163,1,175,0.01,0.05,0.1,0.1,0,23,44.39224749,5165,34169,355.604
164,1,175,0.01,0.05,0.1,0.15,0,23,43.14497269,6516,47879,502.938
164,1,175,0.01,0.05,0.1,0.15,0,22,41.788863,6923,51669,545.115
164,1,175,0.01,0.05,0.1,0.15,0,22,41.51368399,7794,54072,592.961
164,1,175,0.01,0.05,0.1,0.15,0,22,41.46127955,7603,55163,591.841
165,1,175,0.01,0.05,0.2,0.05,0,24,45.36214289,1467,15309,153.751
165,1,175,0.01,0.05,0.2,0.05,0,25,47.16691771,10043,65861,612.009
165,1,175,0.01,0.05,0.2,0.05,0,23,45.85862548,2349,22298,224.947
165,1,175,0.01,0.05,0.2,0.05,0,24,45.18404732,3575,35561,342.784
166,1,175,0.01,0.05,0.2,0.1,0,22,42.81102644,8775,62714,628.633
166,1,175,0.01,0.05,0.2,0.1,0,24,45.19573051,4062,31369,318.312
166,1,175,0.01,0.05,0.2,0.1,0,23,42.80800799,3036,24452,257.198
166,1,175,0.01,0.05,0.2,0.1,0,25,46.34972211,2713,22113,227.551
167,1,175,0.01,0.05,0.2,0.15,0,24,44.98328379,2091,17189,184.149
167,1,175,0.01,0.05,0.2,0.15,0,21,40.25513913,11967,83106,892.582
167,1,175,0.01,0.05,0.2,0.15,0,23,43.69826984,3864,27906,304.507
167,1,175,0.01,0.05,0.2,0.15,0,22,42.00215271,8520,64493,676.579
168,1,175,0.01,0.05,0.3,0.05,0,25,48.89177926,2691,23969,232.259
168,1,175,0.01,0.05,0.3,0.05,0,24,45.23872393,1848,15533,159.026
168,0,175,0.01,0.05,0.3,0.05,0,1,1.86516085,19591,137186,1404.19
168,1,175,0.01,0.05,0.3,0.05,0,26,49.72579168,1834,19019,188.656
169,1,175,0.01,0.05,0.3,0.1,0,24,46.43834821,2739,24092,243.443
169,1,175,0.01,0.05,0.3,0.1,0,22,43.06991363,3610,32245,333.302
169,1,175,0.01,0.05,0.3,0.1,0,23,44.39589354,5248,40220,422.377
169,1,175,0.01,0.05,0.3,0.1,0,23,44.0975735,8732,70924,725.362
170,1,175,0.01,0.05,0.3,0.15,0,21,39.21242106,14342,112023,1245.8
170,1,175,0.01,0.05,0.3,0.15,0,21,40.29743669,19302,128520,1404.99
170,1,175,0.01,0.05,0.3,0.15,0,22,41.09484174,3691,28379,313.871
170,1,175,0.01,0.05,0.3,0.15,0,23,44.4484605,10659,75312,1009.85
171,1,175,0.01,0.1,0.1,0.05,0,24,45.84527081,1519,18808,188.707
171,1,175,0.01,0.1,0.1,0.05,0,26,48.41252828,2142,20641,208.571
171,1,175,0.01,0.1,0.1,0.05,0,25,48.82527644,2728,22491,218.804
171,1,175,0.01,0.1,0.1,0.05,0,24,46.13873335,3606,26395,260.554
172,1,175,0.01,0.1,0.1,0.1,0,23,43.81807724,4399,35823,365.453
172,1,175,0.01,0.1,0.1,0.1,0,24,46.88711628,2241,21014,219.238
172,1,175,0.01,0.1,0.1,0.1,0,25,49.00643742,1374,14134,142.417
172,1,175,0.01,0.1,0.1,0.1,0,23,42.79103138,3181,24108,303.889
173,1,175,0.01,0.1,0.1,0.15,0,23,42.92097059,3891,28239,303.939
173,1,175,0.01,0.1,0.1,0.15,0,21,40.80265723,12998,93572,1021.69
173,1,175,0.01,0.1,0.1,0.15,0,23,45.38140386,6015,43525,471.955
173,1,175,0.01,0.1,0.1,0.15,0,22,43.60491853,2107,17154,187.905
174,1,175,0.01,0.1,0.2,0.05,0,23,43.35033711,7709,60119,580.536
174,1,175,0.01,0.1,0.2,0.05,0,23,43.32278699,4264,43555,436.032
174,1,175,0.01,0.1,0.2,0.05,0,23,45.53488487,1802,18397,189.858
174,1,175,0.01,0.1,0.2,0.05,0,24,46.76408789,1218,12791,153.417
175,1,175,0.01,0.1,0.2,0.1,0,22,43.3329319,2524,20126,207.82
175,1,175,0.01,0.1,0.2,0.1,0,23,45.73945659,2455,22410,230.64
175,1,175,0.01,0.1,0.2,0.1,0,24,45.15173891,3448,29129,295.826
175,1,175,0.01,0.1,0.2,0.1,0,22,43.70558425,4375,38718,399.975
176,1,175,0.01,0.1,0.2,0.15,0,23,44.04556767,11063,64403,713.906
176,1,175,0.01,0.1,0.2,0.15,0,22,43.6049806,7269,55049,577.124
176,1,175,0.01,0.1,0.2,0.15,0,24,44.40440656,2945,18727,202.645
176,1,175,0.01,0.1,0.2,0.15,0,23,45.38258941,3643,29053,308.313
177,1,175,0.01,0.1,0.3,0.05,0,24,45.32049469,1566,15824,158.342
177,1,175,0.01,0.1,0.3,0.05,0,25,49.13786982,4015,33327,328.111
177,1,175,0.01,0.1,0.3,0.05,0,26,51.27277518,2936,24433,234.479
177,1,175,0.01,0.1,0.3,0.05,0,23,43.12015933,3310,32531,324.822
178,1,175,0.01,0.1,0.3,0.1,0,24,45.35753364,3650,27578,282.956
178,1,175,0.01,0.1,0.3,0.1,0,25,48.50108529,4199,37259,365.086
178,1,175,0.01,0.1,0.3,0.1,0,24,47.56024903,3808,24995,253.576
178,1,175,0.01,0.1,0.3,0.1,0,24,46.8125386,2312,19379,197.32
179,1,175,0.01,0.1,0.3,0.15,0,23,42.60394801,4721,34366,357.491
179,1,175,0.01,0.1,0.3,0.15,0,23,42.64015756,2202,18402,197.404
179,1,175,0.01,0.1,0.3,0.15,0,22,42.04263655,3147,24940,278.382
179,1,175,0.01,0.1,0.3,0.15,0,24,46.72697238,4557,37650,404.799
180,1,175,0.01,0.15,0.1,0.05,0,22,43.67609211,11625,108876,1046.51
180,1,175,0.01,0.15,0.1,0.05,0,22,43.39063995,4183,37430,373.082
180,1,175,0.01,0.15,0.1,0.05,0,24,47.4210581,2540,24216,243.644
180,1,175,0.01,0.15,0.1,0.05,0,25,47.13406556,2432,22975,221.258
181,1,175,0.01,0.15,0.1,0.1,0,24,47.03500471,2746,22473,229.571
181,1,175,0.01,0.15,0.1,0.1,0,21,38.96081377,8137,65070,1013.53
181,1,175,0.01,0.15,0.1,0.1,0,23,43.85308534,6330,52407,559.163
181,1,175,0.01,0.15,0.1,0.1,0,22,41.163604,3825,38363,403.046
182,1,175,0.01,0.15,0.1,0.15,0,24,44.86296703,2324,18495,194.265
182,1,175,0.01,0.15,0.1,0.15,0,22,42.26789011,3849,30505,328.094
182,1,175,0.01,0.15,0.1,0.15,0,22,41.84539405,4779,34364,375.185
182,1,175,0.01,0.15,0.1,0.15,0,24,46.74425004,1984,16366,177.339
183,1,175,0.01,0.15,0.2,0.05,0,26,50.35043732,2130,17816,173.9
183,1,175,0.01,0.15,0.2,0.05,0,23,45.37694919,6183,52477,522.003
183,1,175,0.01,0.15,0.2,0.05,0,24,46.96489654,2055,17800,183.164
183,1,175,0.01,0.15,0.2,0.05,0,23,43.49362365,5400,45239,424.797
184,1,175,0.01,0.15,0.2,0.1,0,23,43.53926871,13267,100648,1023.98
184,1,175,0.01,0.15,0.2,0.1,0,24,44.78719251,1630,14912,157.958
184,1,175,0.01,0.15,0.2,0.1,0,23,43.2871298,1923,17720,178.056
184,1,175,0.01,0.15,0.2,0.1,0,24,44.53338538,1358,12603,129.246
185,1,175,0.01,0.15,0.2,0.15,0,22,43.20099015,3861,27903,288.765
185,1,175,0.01,0.15,0.2,0.15,0,22,41.49716573,5539,39761,414.765
185,1,175,0.01,0.15,0.2,0.15,0,24,46.61377141,4026,28315,302.103
185,1,175,0.01,0.15,0.2,0.15,0,21,40.45182416,12849,88606,973.909
186,1,175,0.01,0.15,0.3,0.05,0,25,46.51753596,1062,11910,121.113
186,1,175,0.01,0.15,0.3,0.05,0,26,48.22476352,992,10415,105.013
186,1,175,0.01,0.15,0.3,0.05,0,24,47.32087642,966,10747,105.932
186,1,175,0.01,0.15,0.3,0.05,0,24,45.2482632,1374,14922,152.182
187,1,175,0.01,0.15,0.3,0.1,0,24,46.64116709,3100,26168,271.521
187,1,175,0.01,0.15,0.3,0.1,0,23,42.77975237,4118,37478,391.311
187,1,175,0.01,0.15,0.3,0.1,0,25,46.71271247,3081,27110,270.269
187,1,175,0.01,0.15,0.3,0.1,0,24,47.55055413,4864,36507,366.221
188,1,175,0.01,0.15,0.3,0.15,0,22,41.52205835,5302,41077,426.066
188,1,175,0.01,0.15,0.3,0.15,0,21,40.21772688,9178,65218,725.513
188,0,175,0.01,0.15,0.3,0.15,0,1,1.973896982,19737,137901,1496.14
188,1,175,0.01,0.15,0.3,0.15,0,22,41.3792022,2696,20427,222.443
189,1,200,0.01,0.05,0.1,0.05,0,23,45.17926165,2570,26712,230.456
189,1,200,0.01,0.05,0.1,0.05,0,24,47.75272023,1241,13826,122.616
189,1,200,0.01,0.05,0.1,0.05,0,23,45.32876966,7911,55955,455.73
189,1,200,0.01,0.05,0.1,0.05,0,24,45.10572856,1230,14247,123.752
190,1,200,0.01,0.05,0.1,0.1,0,25,47.33294921,3049,25444,226.099
190,1,200,0.01,0.05,0.1,0.1,0,23,44.08351541,3913,34189,310.266
190,1,200,0.01,0.05,0.1,0.1,0,23,45.94005815,2434,21856,197.737
190,1,200,0.01,0.05,0.1,0.1,0,23,44.1901869,5393,41464,372.064
191,1,200,0.01,0.05,0.1,0.15,0,21,40.62364236,7313,55695,529.244
191,1,200,0.01,0.05,0.1,0.15,0,21,39.23188605,16505,99920,980.933
191,1,200,0.01,0.05,0.1,0.15,0,22,42.89299864,4438,34595,326.158
191,1,200,0.01,0.05,0.1,0.15,0,22,42.6949908,8320,61496,577.759
192,1,200,0.01,0.05,0.2,0.05,0,24,47.34722007,2694,27024,247.533
192,1,200,0.01,0.05,0.2,0.05,0,25,49.31189965,3333,34923,285.009
192,1,200,0.01,0.05,0.2,0.05,0,23,43.37932709,3744,40107,341.115
192,1,200,0.01,0.05,0.2,0.05,0,24,44.46376784,2049,22117,184.5
193,1,200,0.01,0.05,0.2,0.1,0,22,42.03224985,10903,80980,814.717
193,1,200,0.01,0.05,0.2,0.1,0,24,47.91154962,2036,18015,157.006
193,1,200,0.01,0.05,0.2,0.1,0,22,42.44180163,5008,41482,380.343
193,1,200,0.01,0.05,0.2,0.1,0,24,47.07834214,3026,19771,178.34
194,1,200,0.01,0.05,0.2,0.15,0,21,39.87548998,16080,115355,1147.83
194,1,200,0.01,0.05,0.2,0.15,0,22,43.94090196,3907,30602,282.171
194,1,200,0.01,0.05,0.2,0.15,0,22,42.28187206,14714,105940,1025.5
194,1,200,0.01,0.05,0.2,0.15,0,24,46.22852185,3189,25657,241.39
195,1,200,0.01,0.05,0.3,0.05,0,23,43.23639705,3221,29735,267.465
195,1,200,0.01,0.05,0.3,0.05,0,24,47.99803398,4445,34511,298.948
195,1,200,0.01,0.05,0.3,0.05,0,24,47.2985564,6407,62453,513.507
195,1,200,0.01,0.05,0.3,0.05,0,23,42.85092634,1947,23161,196.786
196,1,200,0.01,0.05,0.3,0.1,0,23,43.55448946,7687,64062,559.832
196,1,200,0.01,0.05,0.3,0.1,0,25,48.46459735,3092,27657,243.243
196,1,200,0.01,0.05,0.3,0.1,0,23,45.40274516,4129,37343,334.704
196,1,200,0.01,0.05,0.3,0.1,0,24,44.66366844,2532,24040,215.382
197,1,200,0.01,0.05,0.3,0.15,0,23,43.18008568,5265,41962,377.472
197,1,200,0.01,0.05,0.3,0.15,0,23,43.80443479,2880,23901,222.51
197,1,200,0.01,0.05,0.3,0.15,0,22,43.48090447,6576,48674,432.877
197,1,200,0.01,0.05,0.3,0.15,0,21,39.05135394,4771,34397,322.652
198,1,200,0.01,0.1,0.1,0.05,0,23,44.38215507,1787,17200,150.346
198,1,200,0.01,0.1,0.1,0.05,0,25,46.77119141,2663,23934,207.67
198,1,200,0.01,0.1,0.1,0.05,0,23,45.03648401,2334,20905,190.509
198,1,200,0.01,0.1,0.1,0.05,0,26,50.690679,1215,13911,120.128
199,1,200,0.01,0.1,0.1,0.1,0,24,45.95277613,4399,42221,374.367
199,1,200,0.01,0.1,0.1,0.1,0,22,42.42816242,5982,53793,473.842
199,1,200,0.01,0.1,0.1,0.1,0,26,51.71181683,2477,23978,240.155
199,1,200,0.01,0.1,0.1,0.1,0,22,41.93062813,3927,33804,308.079
200,1,200,0.01,0.1,0.1,0.15,0,21,40.62782924,5428,41321,386.086
200,1,200,0.01,0.1,0.1,0.15,0,24,45.16315617,5121,39871,364.485
200,1,200,0.01,0.1,0.1,0.15,0,22,43.93339198,4926,39284,356.038
200,1,200,0.01,0.1,0.1,0.15,0,23,43.13083461,2596,21955,204.515
201,1,200,0.01,0.1,0.2,0.05,0,25,48.29693414,2188,19265,167.556
201,1,200,0.01,0.1,0.2,0.05,0,25,47.60477365,1792,18218,160.178
201,1,200,0.01,0.1,0.2,0.05,0,23,44.95388157,1291,13350,116.737
201,1,200,0.01,0.1,0.2,0.05,0,23,44.92822638,1682,17275,152.215
202,1,200,0.01,0.1,0.2,0.1,0,22,42.23117934,9600,80105,719.308
202,1,200,0.01,0.1,0.2,0.1,0,24,44.52907723,3346,25587,225.732
202,1,200,0.01,0.1,0.2,0.1,0,24,45.77305816,1503,14613,130.698
202,1,200,0.01,0.1,0.2,0.1,0,23,42.8115986,4721,37551,341.365
203,1,200,0.01,0.1,0.2,0.15,0,25,48.4988975,4125,31540,304.423
203,1,200,0.01,0.1,0.2,0.15,0,22,40.70876658,3019,23789,224.396
203,1,200,0.01,0.1,0.2,0.15,0,22,40.70516412,3578,26727,255.112
203,1,200,0.01,0.1,0.2,0.15,0,24,45.90083271,10592,77772,769.88
204,1,200,0.01,0.1,0.3,0.05,0,22,42.44948262,3080,27691,235.063
204,1,200,0.01,0.1,0.3,0.05,0,22,42.34425886,6121,59407,504.156
204,1,200,0.01,0.1,0.3,0.05,0,25,46.34076124,1457,16235,143.435
204,1,200,0.01,0.1,0.3,0.05,0,24,45.26180162,1318,13847,123.468
205,1,200,0.01,0.1,0.3,0.1,0,25,48.10130768,2784,22519,199.073
205,1,200,0.01,0.1,0.3,0.1,0,25,47.71164504,2278,20903,185.017
205,1,200,0.01,0.1,0.3,0.1,0,24,44.82603168,3741,32398,281.804
205,1,200,0.01,0.1,0.3,0.1,0,23,45.18834454,2546,22037,206.301
206,1,200,0.01,0.1,0.3,0.15,0,23,45.86904381,4155,34075,316.993
206,1,200,0.01,0.1,0.3,0.15,0,23,45.46134957,2417,19734,188.106
206,1,200,0.01,0.1,0.3,0.15,0,21,39.51749348,11660,82185,762.238
206,1,200,0.01,0.1,0.3,0.15,0,21,41.19370263,13419,100687,965.296
207,1,200,0.01,0.15,0.1,0.05,0,24,46.56990297,3155,27403,239.353
207,1,200,0.01,0.15,0.1,0.05,0,23,44.13298598,3325,25461,222.694
207,1,200,0.01,0.15,0.1,0.05,0,22,42.33678175,3761,37800,325.991
207,0,200,0.01,0.15,0.1,0.05,0,1,1.978330041,15661,121863,1077.76
208,1,200,0.01,0.15,0.1,0.1,0,25,48.42489841,1900,19767,177.789
208,1,200,0.01,0.15,0.1,0.1,0,23,45.14641919,2402,21282,195.05
208,1,200,0.01,0.15,0.1,0.1,0,25,48.84098557,2004,18093,164.435
208,1,200,0.01,0.15,0.1,0.1,0,25,48.30949211,1903,17666,158.893
209,1,200,0.01,0.15,0.1,0.15,0,24,46.04170288,2957,23520,217.285
209,0,200,0.01,0.15,0.1,0.15,0,1,1.989059442,19859,127536,1207.35
209,1,200,0.01,0.15,0.1,0.15,0,21,40.00579818,7378,52357,507.128
209,1,200,0.01,0.15,0.1,0.15,0,23,44.10487899,7200,55707,509.014
210,1,200,0.01,0.15,0.2,0.05,0,25,49.41402021,1614,17134,145.254
210,1,200,0.01,0.15,0.2,0.05,0,24,47.29049323,6362,44162,391.144
210,1,200,0.01,0.15,0.2,0.05,0,25,47.95304122,1505,15378,132.568
210,1,200,0.01,0.15,0.2,0.05,0,24,45.67962919,2078,21216,183.014
211,1,200,0.01,0.15,0.2,0.1,0,21,41.09165746,1880,20221,187.889
211,1,200,0.01,0.15,0.2,0.1,0,23,44.4048085,6840,55491,491.169
211,1,200,0.01,0.15,0.2,0.1,0,24,47.04474158,3531,29145,258.717
211,1,200,0.01,0.15,0.2,0.1,0,24,44.80159347,3316,26571,244.712
212,1,200,0.01,0.15,0.2,0.15,0,23,44.50297304,3452,27638,251.606
212,1,200,0.01,0.15,0.2,0.15,0,23,45.62161165,3483,28687,264.944
212,1,200,0.01,0.15,0.2,0.15,0,22,43.49647773,8091,59593,545.5
212,1,200,0.01,0.15,0.2,0.15,0,22,42.42706832,5816,41057,379.726
213,1,200,0.01,0.15,0.3,0.05,0,24,45.54489269,1862,18183,161.146
213,1,200,0.01,0.15,0.3,0.05,0,24,44.62634081,2792,21812,191.795
213,1,200,0.01,0.15,0.3,0.05,0,26,48.49298791,1324,14047,122.933
213,1,200,0.01,0.15,0.3,0.05,0,23,44.12716405,1835,17707,158.893
214,1,200,0.01,0.15,0.3,0.1,0,23,43.88779056,3963,29507,275.828
214,1,200,0.01,0.15,0.3,0.1,0,24,45.21027819,2545,22122,204.264
214,1,200,0.01,0.15,0.3,0.1,0,23,45.4954527,1823,16003,147.458
214,1,200,0.01,0.15,0.3,0.1,0,24,46.07185514,3454,30867,266.129
215,1,200,0.01,0.15,0.3,0.15,0,22,42.67219613,3010,23526,217.619
215,1,200,0.01,0.15,0.3,0.15,0,21,40.94716637,9596,67622,644.738
215,1,200,0.01,0.15,0.3,0.15,0,23,44.05940496,2370,19766,184.567
215,1,200,0.01,0.15,0.3,0.15,0,23,43.89955497,4164,32329,293.94
216,1,225,0.01,0.05,0.1,0.05,0,25,47.77015206,2874,28533,222.927
216,1,225,0.01,0.05,0.1,0.05,0,24,47.31813385,3343,29038,222.41
216,1,225,0.01,0.05,0.1,0.05,0,23,45.88198388,3502,32377,249.419
216,1,225,0.01,0.05,0.1,0.05,0,22,43.55784796,7719,66273,495.776
217,1,225,0.01,0.05,0.1,0.1,0,22,41.13809676,7181,58443,457.299
217,1,225,0.01,0.05,0.1,0.1,0,23,44.86945614,5234,43951,346.273
217,1,225,0.01,0.05,0.1,0.1,0,25,49.40270923,2193,21399,167.222
217,1,225,0.01,0.05,0.1,0.1,0,24,45.73243174,2273,21676,173.065
218,1,225,0.01,0.05,0.1,0.15,0,22,40.85677358,6726,51709,429.388
218,1,225,0.01,0.05,0.1,0.15,0,21,41.79503259,6810,54070,515.062
218,1,225,0.01,0.05,0.1,0.15,0,24,45.96667303,13234,94996,775.416
218,1,225,0.01,0.05,0.1,0.15,0,21,40.28118911,6290,46015,387.388
219,1,225,0.01,0.05,0.2,0.05,0,24,45.17509617,5435,34063,252.491
219,1,225,0.01,0.05,0.2,0.05,0,25,47.5040258,3015,30117,221.525
219,1,225,0.01,0.05,0.2,0.05,0,24,44.69934545,2884,29193,218.02
219,1,225,0.01,0.05,0.2,0.05,0,23,44.68222675,3095,31267,238.152
220,1,225,0.01,0.05,0.2,0.1,0,23,42.61643941,2983,26573,206.385
220,1,225,0.01,0.05,0.2,0.1,0,22,42.1185624,3154,29059,237.868
220,0,225,0.01,0.05,0.2,0.1,0,1,1.984785146,15395,110249,1058.3
220,1,225,0.01,0.05,0.2,0.1,0,24,44.48725006,9030,63537,473.157
221,1,225,0.01,0.05,0.2,0.15,0,22,41.97124201,11307,86958,735.781
221,1,225,0.01,0.05,0.2,0.15,0,22,42.13294251,3089,25413,209.089
221,1,225,0.01,0.05,0.2,0.15,0,23,45.07165935,5011,36373,295.125
221,1,225,0.01,0.05,0.2,0.15,0,24,45.5446541,4797,33059,273.057
222,0,225,0.01,0.05,0.3,0.05,0,1,1.853346493,12139,113084,1008.24
222,1,225,0.01,0.05,0.3,0.05,0,24,45.73204721,2823,25856,204.799
222,1,225,0.01,0.05,0.3,0.05,0,24,46.15036278,3501,34214,255.178
222,1,225,0.01,0.05,0.3,0.05,0,27,51.26107669,1388,14399,110.341
223,1,225,0.01,0.05,0.3,0.1,0,25,49.37745401,2010,18806,147.324
223,1,225,0.01,0.05,0.3,0.1,0,22,40.95304962,8239,66622,525.699
223,1,225,0.01,0.05,0.3,0.1,0,23,45.50085556,3498,29577,237.551
223,1,225,0.01,0.05,0.3,0.1,0,26,51.96805127,2523,23736,184.099
224,1,225,0.01,0.05,0.3,0.15,0,22,42.48126785,6817,49515,405.817
224,1,225,0.01,0.05,0.3,0.15,0,24,47.18572444,3291,28253,225.665
224,1,225,0.01,0.05,0.3,0.15,0,21,41.6767086,7100,52450,438.419
224,1,225,0.01,0.05,0.3,0.15,0,23,44.55123099,3585,26184,214.998
225,1,225,0.01,0.1,0.1,0.05,0,22,42.60928321,3098,27007,209.69
225,1,225,0.01,0.1,0.1,0.05,0,24,46.04735528,2052,20032,158.325
225,1,225,0.01,0.1,0.1,0.05,0,27,53.12966588,2274,23850,177.806
225,1,225,0.01,0.1,0.1,0.05,0,23,42.62014069,3002,30519,241.69
226,1,225,0.01,0.1,0.1,0.1,0,22,43.32654844,3614,28505,232.125
226,1,225,0.01,0.1,0.1,0.1,0,23,43.9791551,2982,25380,196.786
226,1,225,0.01,0.1,0.1,0.1,0,23,43.31276879,2030,17418,144.186
226,1,225,0.01,0.1,0.1,0.1,0,24,45.20428368,4861,38572,296.945
227,1,225,0.01,0.1,0.1,0.15,0,21,38.94224389,10459,74955,669.672
227,1,225,0.01,0.1,0.1,0.15,0,22,41.59206852,7760,56917,469.885
227,1,225,0.01,0.1,0.1,0.15,0,21,41.33039278,7706,57625,477.714
227,1,225,0.01,0.1,0.1,0.15,0,22,43.53028021,7019,51615,432.977
228,1,225,0.01,0.1,0.2,0.05,0,25,47.25762707,1375,15385,115.969
228,1,225,0.01,0.1,0.2,0.05,0,23,45.12081177,2062,20788,162.565
228,1,225,0.01,0.1,0.2,0.05,0,23,45.74071099,12173,100732,824.65
228,1,225,0.01,0.1,0.2,0.05,0,25,48.47331773,2196,22159,173.082
229,1,225,0.01,0.1,0.2,0.1,0,21,41.02587141,6609,50399,415.666
229,1,225,0.01,0.1,0.2,0.1,0,22,41.13532907,5312,39286,311.317
229,1,225,0.01,0.1,0.2,0.1,0,23,45.00013536,5119,41768,325.607
229,1,225,0.01,0.1,0.2,0.1,0,23,43.65329935,2236,21588,171.079
230,1,225,0.01,0.1,0.2,0.15,0,22,43.13122783,8081,56073,554.731
230,1,225,0.01,0.1,0.2,0.15,0,21,41.31193136,5078,38733,319.23
230,1,225,0.01,0.1,0.2,0.15,0,23,44.07624195,4919,36203,307.612
230,1,225,0.01,0.1,0.2,0.15,0,24,47.79019769,3117,23551,194.866
231,1,225,0.01,0.1,0.3,0.05,0,25,46.35444838,2061,21699,166.288
231,1,225,0.01,0.1,0.3,0.05,0,27,53.1937513,1992,21394,156.455
231,1,225,0.01,0.1,0.3,0.05,0,24,45.06420789,2636,25422,197.237
231,1,225,0.01,0.1,0.3,0.05,0,24,47.85760021,3860,34917,270.837
232,1,225,0.01,0.1,0.3,0.1,0,24,47.64960524,2842,19904,155.437
232,1,225,0.01,0.1,0.3,0.1,0,21,40.99025894,11603,88695,706.883
232,1,225,0.01,0.1,0.3,0.1,0,24,45.43924644,2853,23529,187.838
232,1,225,0.01,0.1,0.3,0.1,0,25,48.88230067,2189,20019,156.806
233,1,225,0.01,0.1,0.3,0.15,0,24,46.08396496,3162,25021,210.391
233,1,225,0.01,0.1,0.3,0.15,0,22,41.05821234,3018,25029,207.503
233,1,225,0.01,0.1,0.3,0.15,0,22,43.96259265,15303,108714,925.996
233,1,225,0.01,0.1,0.3,0.15,0,24,47.68497667,2696,24044,198.489
234,1,225,0.01,0.15,0.1,0.05,0,24,44.43748136,3767,31485,243.126
234,1,225,0.01,0.15,0.1,0.05,0,25,49.3904105,1962,18912,147.641
234,1,225,0.01,0.15,0.1,0.05,0,23,43.13835725,1317,15222,121.313
234,1,225,0.01,0.15,0.1,0.05,0,25,48.43769621,1556,17738,133.102
235,1,225,0.01,0.15,0.1,0.1,0,23,45.00805125,3267,30289,235.731
235,1,225,0.01,0.15,0.1,0.1,0,24,45.83631855,5304,45055,350.446
235,1,225,0.01,0.15,0.1,0.1,0,24,47.58576664,2622,20971,167.757
235,1,225,0.01,0.15,0.1,0.1,0,24,45.48373154,2041,19746,154.018
236,1,225,0.01,0.15,0.1,0.15,0,24,44.58257953,5928,45075,364.101
236,1,225,0.01,0.15,0.1,0.15,0,22,43.57588152,4129,32637,266.229
236,1,225,0.01,0.15,0.1,0.15,0,22,42.34061071,12195,92727,773.844
236,1,225,0.01,0.15,0.1,0.15,0,22,43.6236097,3868,29329,251.84
237,1,225,0.01,0.15,0.2,0.05,0,24,47.92234939,3223,21581,169.276
237,1,225,0.01,0.15,0.2,0.05,0,24,46.30454801,3738,40522,305.341
237,1,225,0.01,0.15,0.2,0.05,0,26,49.36806179,4627,37959,307.845
237,1,225,0.01,0.15,0.2,0.05,0,23,43.73172707,15102,110474,807.408
238,1,225,0.01,0.15,0.2,0.1,0,24,47.09047306,2602,27298,229.371
238,1,225,0.01,0.15,0.2,0.1,0,22,42.53726326,4768,40371,320.582
238,1,225,0.01,0.15,0.2,0.1,0,25,48.98590781,3251,27823,211.359
238,1,225,0.01,0.15,0.2,0.1,0,23,42.86465486,4262,38447,307.528
239,1,225,0.01,0.15,0.2,0.15,0,23,45.37210129,7510,55130,448.218
239,1,225,0.01,0.15,0.2,0.15,0,22,42.9908313,3084,24097,201.894
239,1,225,0.01,0.15,0.2,0.15,0,24,45.01581495,2843,23046,194.482
239,1,225,0.01,0.15,0.2,0.15,0,24,45.90788379,4029,31210,251.523
240,1,225,0.01,0.15,0.3,0.05,0,23,44.53848523,2795,21994,170.711
240,1,225,0.01,0.15,0.3,0.05,0,24,47.78474451,5699,46009,345.088
240,1,225,0.01,0.15,0.3,0.05,0,23,45.02491979,6106,62672,514.661
240,1,225,0.01,0.15,0.3,0.05,0,24,45.95448667,3657,32667,269.818
241,1,225,0.01,0.15,0.3,0.1,0,24,47.82512308,9486,81681,626.994
241,1,225,0.01,0.15,0.3,0.1,0,24,45.66226132,2415,20018,159.961
241,1,225,0.01,0.15,0.3,0.1,0,24,46.10438583,3554,28104,219.405
241,1,225,0.01,0.15,0.3,0.1,0,22,42.64031021,3315,28588,233.628
242,1,225,0.01,0.15,0.3,0.15,0,24,44.6837393,2815,21945,184.066
242,1,225,0.01,0.15,0.3,0.15,0,23,44.56615668,3082,24989,204.648
242,1,225,0.01,0.15,0.3,0.15,0,22,43.30830944,5187,41012,347.057
242,1,225,0.01,0.15,0.3,0.15,0,22,41.91173693,7378,52744,437.217
243,1,250,0.01,0.05,0.1,0.05,0,22,41.14205115,3651,31297,219.772
243,1,250,0.01,0.05,0.1,0.05,0,24,46.05108227,6361,61109,417.92
243,1,250,0.01,0.05,0.1,0.05,0,24,45.14044046,2831,27864,189.808
